,Links,Title,Price,Color
41,https://www.carpages.ca/used-cars/ontario/north-york/2021-mercedes-benz-s-class-7754787/,2021 Mercedes-Benz S-Class,"$199,980",Black
42,https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-ram-1500-7754145/,2022 RAM 1500,"$80,105",Granite Crystal Metallic
43,https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-ram-1500-7754142/,2022 RAM 1500,"$80,055",Patriot Blue Pearl
44,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-audi-q5-7754064/,2022 Audi Q5,"$63,512",Mythos Black Metallic
45,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-audi-q5-7754061/,2022 Audi Q5,"$57,422",Ibis White
46,https://www.carpages.ca/used-cars/ontario/bolton/2020-mercedes-benz-gle-7753743/,2020 Mercedes-Benz GLE,"$76,298",White
47,https://www.carpages.ca/used-cars/ontario/bolton/2020-mercedes-benz-gle-7753740/,2020 Mercedes-Benz GLE,"$76,198",Black
48,https://www.carpages.ca/used-cars/ontario/oakville/2019-kia-soul-7753659/,2019 Kia Soul,"$25,490",Black
49,https://www.carpages.ca/used-cars/nova-scotia/halifax/2013-hyundai-sonata-7753641/,2013 Hyundai Sonata,"$3,995",BLACK DIAMOND|GREY
50,https://www.carpages.ca/used-cars/ontario/mississauga/2010-ford-escape-7778331/,2010 Ford Escape,"$3,396",Sterling Grey Metallic
51,https://www.carpages.ca/used-cars/ontario/north-york/2010-lexus-rx-450h-7776762/,2010 Lexus RX 450h,"$16,999",Silver
52,https://www.carpages.ca/used-cars/ontario/north-york/2012-toyota-highlander-hybrid-7776690/,2012 Toyota Highlander Hybrid,"$19,995",Pearl White
53,https://www.carpages.ca/used-cars/ontario/tilbury/2014-tesla-model-s-7776210/,2014 Tesla Model S,"$47,999",Brown
54,https://www.carpages.ca/new-cars/ontario/cornwall/2021-ford-f-150-7775955/,2021 Ford F-150,"$77,185",Red
55,https://www.carpages.ca/new-cars/ontario/cornwall/2021-ford-f-150-7775952/,2021 Ford F-150,"$64,519",Black
56,https://www.carpages.ca/used-cars/ontario/stittsville/2012-toyota-camry-7775925/,2012 Toyota Camry,"$12,999",White
57,https://www.carpages.ca/used-cars/british-columbia/port-coquitlam/2016-tesla-model-s-7775844/,2016 Tesla Model S,"$57,995",Black
58,https://www.carpages.ca/used-cars/new-brunswick/dieppe/2021-mercedes-benz-gle-7775715/,2021 Mercedes-Benz GLE,"$99,999",Selenite Grey Met
59,https://www.carpages.ca/used-cars/ontario/oakville/2018-tesla-model-x-7775580/,2018 Tesla Model X,"$89,950",Grey
60,https://www.carpages.ca/new-cars/nova-scotia/halifax/2022-hyundai-tucson-7774680/,2022 Hyundai Tucson,"$40,824",Crystal White
61,https://www.carpages.ca/new-cars/new-brunswick/woodstock/2021-ford-escape-7774470/,2021 Ford Escape,"$41,544",Black
62,https://www.carpages.ca/used-cars/saskatchewan/regina/2019-ford-fusion-7773810/,2019 Ford Fusion,"$22,915",Silver
63,https://www.carpages.ca/new-cars/ontario/kanata/2022-hyundai-ioniq-hybrid-7773492/,2022 Hyundai Ioniq Hybrid,"$31,690",Fiery Red
64,https://www.carpages.ca/new-cars/ontario/north-bay/2022-hyundai-tucson-7772742/,2022 Hyundai Tucson,"$43,724",ASH BLACK
65,https://www.carpages.ca/used-cars/ontario/north-york/2011-toyota-camry-7772541/,2011 Toyota Camry,"$10,950",Grey
66,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-lexus-ux-7772214/,2022 Lexus UX,"$47,295",Grey
67,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ram-1500-7770732/,2022 RAM 1500,"$78,769",Patriot Blue Pearl
68,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ram-1500-7770729/,2022 RAM 1500,"$78,819",Maximum Steel Metallic
69,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ram-1500-7770726/,2022 RAM 1500,"$78,924",Ivory Tri-Coat Pearl
70,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ram-1500-7770723/,2022 RAM 1500,"$78,869",Diamond Black Crystal Pearlcoat
71,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ram-1500-7770720/,2022 RAM 1500,"$78,819",Granite Crystal Metallic
72,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ram-1500-7770717/,2022 RAM 1500,"$78,374",Bright White
73,https://www.carpages.ca/new-cars/ontario/windsor/2022-hyundai-tucson-7770648/,2022 Hyundai Tucson,"$41,599",Crystal White
74,https://www.carpages.ca/new-cars/ontario/windsor/2022-hyundai-tucson-7770645/,2022 Hyundai Tucson,"$41,599",ASH BLACK
75,https://www.carpages.ca/new-cars/nova-scotia/port-hawkesbury/2021-toyota-venza-7770636/,2021 Toyota Venza,"$47,690",01K9 COASTAL GRAY METALLIC
76,https://www.carpages.ca/used-cars/ontario/thornhill/2016-hyundai-sonata-7770630/,2016 Hyundai Sonata,"$15,410",Black
77,https://www.carpages.ca/used-cars/ontario/kingston/2015-cadillac-srx-7770564/,2015 Cadillac SRX,"$19,999",Grey
78,https://www.carpages.ca/new-cars/ontario/kingston/2021-ford-f-150-7770558/,2021 Ford F-150,"$65,519",Carbonized Grey Metallic
79,https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-f-250-7770330/,2022 Ford F-250,"$54,179",Oxford White YZ
80,https://www.carpages.ca/new-cars/ontario/niagara-falls/2021-ford-transit-7770303/,2021 Ford Transit,"$54,698",White
81,https://www.carpages.ca/new-cars/ontario/niagara-falls/2022-ford-escape-7770297/,2022 Ford Escape,"$39,943",Oxford White
82,https://www.carpages.ca/new-cars/ontario/niagara-falls/2022-ford-escape-7770294/,2022 Ford Escape,"$45,443",Iconic Silver Metallic
83,https://www.carpages.ca/new-cars/ontario/niagara-falls/2022-ford-f-350-7770291/,2022 Ford F-350,"$56,593",Cial Dealer Account Adjustm
84,https://www.carpages.ca/new-cars/saskatchewan/regina/2021-ford-escape-7770183/,2021 Ford Escape,"$40,394",Agate Black Metallic
85,https://www.carpages.ca/new-cars/ontario/bracebridge/2021-jeep-wrangler-7769868/,2021 Jeep Wrangler,"$60,656",Green
86,https://www.carpages.ca/used-cars/ontario/clarington/2019-tesla-model-3-7769196/,2019 Tesla Model 3,"$54,995",Pearl White Multi-Coat
87,https://www.carpages.ca/used-cars/ontario/brampton/2019-chevrolet-bolt-7769100/,2019 Chevrolet Bolt,"$33,795",Silver Ice Metallic
88,https://www.carpages.ca/used-cars/ontario/brantford/2021-tesla-model-3-7767564/,2021 Tesla Model 3,"$62,988",Blue
89,https://www.carpages.ca/used-cars/ontario/brantford/2020-tesla-model-3-7767561/,2020 Tesla Model 3,"$59,988",White
90,https://www.carpages.ca/used-cars/ontario/brantford/2020-tesla-model-3-7767558/,2020 Tesla Model 3,"$59,988",Blue
91,https://www.carpages.ca/used-cars/ontario/brampton/2020-hyundai-sonata-7767531/,2020 Hyundai Sonata,"$39,900",Black
92,https://www.carpages.ca/new-cars/alberta/fort-saskatchewan/2021-ford-f-150-7767390/,2021 Ford F-150,"$90,195",White
93,https://www.carpages.ca/used-cars/alberta/edmonton/2007-honda-civic-7767291/,2007 Honda Civic,"$6,450",Silver
94,https://www.carpages.ca/used-cars/ontario/kitchener/2017-toyota-camry-7765488/,2017 Toyota Camry,"$24,453",Red
95,https://www.carpages.ca/new-cars/alberta/edmonton/2022-lexus-ux-7765467/,2022 Lexus UX,"$49,121",Caviar
96,https://www.carpages.ca/new-cars/alberta/edmonton/2022-lexus-ux-7765449/,2022 Lexus UX,"$43,821",Nebula Grey Pearl
97,https://www.carpages.ca/new-cars/alberta/edmonton/2022-lexus-ux-7765437/,2022 Lexus UX,"$50,900",Eminent White Pearl
98,https://www.carpages.ca/new-cars/alberta/edmonton/2022-lexus-ux-7765404/,2022 Lexus UX,"$46,271",Ultra White
99,https://www.carpages.ca/new-cars/ontario/tilbury/2021-ford-f-150-7790853/,2021 Ford F-150,"$77,485",White
100,https://www.carpages.ca/new-cars/british-columbia/langley/2022-toyota-camry-7789464/,2022 Toyota Camry,"$37,650",0218 BLK
101,https://www.carpages.ca/new-cars/british-columbia/langley/2022-toyota-camry-7789461/,2022 Toyota Camry,"$31,050",0040 WHI
102,https://www.carpages.ca/new-cars/manitoba/brandon/2021-ford-f-150-7789404/,2021 Ford F-150,"$60,024",Oxford White
103,https://www.carpages.ca/new-cars/manitoba/brandon/2021-ford-f-150-7789395/,2021 Ford F-150,"$68,180",Oxford White
104,https://www.carpages.ca/used-cars/ontario/mississauga/2017-ford-fusion-7789101/,2017 Ford Fusion,"$21,998",White Platinum Metallic Tri-Coat
105,https://www.carpages.ca/used-cars/ontario/mississauga/2018-ford-f-150-7789089/,2018 Ford F-150,"$36,998",
106,https://www.carpages.ca/new-cars/ontario/mississauga/2021-ford-escape-7789077/,2021 Ford Escape,"$44,369",STAR WHITE METALLIC TRI-COAT
107,https://www.carpages.ca/new-cars/ontario/oakville/2021-ford-escape-7788987/,2021 Ford Escape,"$41,496",Carbonized Grey Metallic
108,https://www.carpages.ca/new-cars/saskatchewan/regina/2021-ford-escape-7788984/,2021 Ford Escape,"$45,194",Velocity Blue Metallic
109,https://www.carpages.ca/new-cars/saskatchewan/prince-albert/2021-ford-f-150-7788567/,2021 Ford F-150,"$64,859",Carbonized Grey Metallic
110,https://www.carpages.ca/new-cars/saskatchewan/prince-albert/2021-ford-f-150-7788564/,2021 Ford F-150,"$91,175",Rapid Red Metallic Tinted Clearcoat
111,https://www.carpages.ca/new-cars/ontario/nepean/2022-hyundai-tucson-7788483/,2022 Hyundai Tucson,"$41,907",Deep SEA
112,https://www.carpages.ca/new-cars/ontario/kanata/2022-hyundai-ioniq-7788354/,2022 Hyundai IONIQ,"$35,540",Typhoon Silv
113,https://www.carpages.ca/used-cars/ontario/north-york/2019-tesla-model-3-7787454/,2019 Tesla Model 3,"$52,995",Solid Black
114,https://www.carpages.ca/used-cars/ontario/north-york/2019-tesla-model-3-7787436/,2019 Tesla Model 3,"$55,995",Solid Black
115,https://www.carpages.ca/used-cars/ontario/ottawa/2014-ford-focus-7787238/,2014 Ford Focus,"$11,495",Silver
116,https://www.carpages.ca/new-cars/nova-scotia/port-hawkesbury/2021-ford-escape-7785519/,2021 Ford Escape,"$44,494",Agate Black Metallic
117,https://www.carpages.ca/new-cars/manitoba/portage-la-prairie/2022-toyota-corolla-7784652/,2022 Toyota Corolla,"$27,318.75",01F7 GRY
118,https://www.carpages.ca/new-cars/alberta/edmonton/2022-lexus-rx-450h-7784511/,2022 Lexus RX 450h,"$63,621",Eminent White Pearl
119,https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2021-jeep-wrangler-7784247/,2021 Jeep Wrangler,"$59,670",Sting-Grey
120,https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-ram-1500-7784229/,2022 RAM 1500,"$80,210",Ivory Tri-Coat Pearl
121,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-jeep-wrangler-7784142/,2021 Jeep Wrangler,"$61,900",Black
122,https://www.carpages.ca/used-cars/manitoba/winnipeg/2020-ram-1500-7784091/,2020 RAM 1500,"$78,000",Ivory Tri-Coat Pearl
123,https://www.carpages.ca/new-cars/ontario/windsor/2022-hyundai-sonata-7783878/,2022 Hyundai Sonata,"$40,649",Hyper White
124,https://www.carpages.ca/new-cars/ontario/windsor/2022-hyundai-elantra-7783863/,2022 Hyundai Elantra,"$27,099",Cyber Grey
125,https://www.carpages.ca/new-cars/nova-scotia/halifax/2021-jeep-wrangler-7783497/,2021 Jeep Wrangler,"$64,610",Black
126,https://www.carpages.ca/new-cars/nova-scotia/halifax/2021-jeep-wrangler-7783494/,2021 Jeep Wrangler,"$60,670",FIRECRACKER RED
127,https://www.carpages.ca/new-cars/saskatchewan/regina/2021-ford-escape-7783338/,2021 Ford Escape,"$45,744",STAR WHITE METALLIC TRI-COAT
128,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2021-jeep-wrangler-7783179/,2021 Jeep Wrangler,"$60,195",Sarge Green
129,https://www.carpages.ca/used-cars/british-columbia/surrey/2020-tesla-model-3-7783146/,2020 Tesla Model 3,"$56,885",Grey
130,https://www.carpages.ca/new-cars/alberta/high-river/2021-toyota-highlander-7783038/,2021 Toyota Highlander,"$50,410",Magnetic Grey Metallic
131,https://www.carpages.ca/new-cars/saskatchewan/prince-albert/2021-ford-escape-7783023/,2021 Ford Escape,"$43,444",DESERT GOLD METALLIC
132,https://www.carpages.ca/new-cars/ontario/brantford/2022-hyundai-tucson-7782753/,2022 Hyundai Tucson,"$44,187",CRYSTAL WHITE(TW3-NNB)-BLACK
133,https://www.carpages.ca/used-cars/ontario/north-york/2018-tesla-model-3-7782060/,2018 Tesla Model 3,"$54,995",White
134,https://www.carpages.ca/used-cars/manitoba/winnipeg/2018-tesla-model-3-7781922/,2018 Tesla Model 3,"$61,980",Black
135,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-ford-escape-7781208/,2021 Ford Escape,"$43,854",Agate Black Metallic
136,https://www.carpages.ca/used-cars/ontario/etobicoke/2010-lexus-rx-450h-7780992/,2010 Lexus RX 450h,"$13,888",Silver
137,https://www.carpages.ca/new-cars/ontario/hamilton/2021-toyota-highlander-7780623/,2021 Toyota Highlander,"$50,839.70",Silver
138,https://www.carpages.ca/used-cars/ontario/oakville/2019-toyota-camry-7779174/,2019 Toyota Camry,"$34,988",Gray
139,https://www.carpages.ca/new-cars/ontario/windsor/2022-hyundai-santa-fe-7778898/,2022 Hyundai Santa Fe,"$43,899",White Cream
140,https://www.carpages.ca/new-cars/ontario/mississauga/2022-hyundai-tucson-7778823/,2022 Hyundai Tucson,"$41,799",Amazon Grey
141,https://www.carpages.ca/new-cars/ontario/mississauga/2022-hyundai-tucson-7778814/,2022 Hyundai Tucson,"$41,799",Amazon Grey
142,https://www.carpages.ca/new-cars/ontario/bolton/2021-jeep-wrangler-7778802/,2021 Jeep Wrangler,"$71,510",White
143,https://www.carpages.ca/used-cars/saskatchewan/moose-jaw/2018-ford-fusion-7778742/,2018 Ford Fusion,"$24,987",White Platinum Metallic Tri-Coat
144,https://www.carpages.ca/new-cars/nova-scotia/halifax/2022-volvo-xc60-7778553/,2022 Volvo XC60,"$61,435",Onyx Black Metallic
145,https://www.carpages.ca/new-cars/nova-scotia/halifax/2022-volvo-xc60-7778550/,2022 Volvo XC60,"$61,435",Denim Blue Metallic
146,https://www.carpages.ca/new-cars/ontario/ottawa/2021-ford-f-150-7778436/,2021 Ford F-150,"$61,304",Agate Black Metallic
147,https://www.carpages.ca/new-cars/ontario/niagara-falls/2021-ford-transit-7778385/,2021 Ford Transit,"$52,503",White
148,https://www.carpages.ca/used-cars/ontario/mississauga/2010-ford-escape-7778331/,2010 Ford Escape,"$3,396",Sterling Grey Metallic
149,https://www.carpages.ca/used-cars/ontario/north-york/2010-lexus-rx-450h-7776762/,2010 Lexus RX 450h,"$16,999",Silver
150,https://www.carpages.ca/used-cars/ontario/north-york/2012-toyota-highlander-hybrid-7776690/,2012 Toyota Highlander Hybrid,"$19,995",Pearl White
151,https://www.carpages.ca/used-cars/ontario/tilbury/2014-tesla-model-s-7776210/,2014 Tesla Model S,"$47,999",Brown
152,https://www.carpages.ca/new-cars/ontario/cornwall/2021-ford-f-150-7775955/,2021 Ford F-150,"$77,185",Red
153,https://www.carpages.ca/new-cars/ontario/cornwall/2021-ford-f-150-7775952/,2021 Ford F-150,"$64,519",Black
154,https://www.carpages.ca/used-cars/ontario/stittsville/2012-toyota-camry-7775925/,2012 Toyota Camry,"$12,999",White
155,https://www.carpages.ca/used-cars/british-columbia/port-coquitlam/2016-tesla-model-s-7775844/,2016 Tesla Model S,"$57,995",Black
156,https://www.carpages.ca/used-cars/new-brunswick/dieppe/2021-mercedes-benz-gle-7775715/,2021 Mercedes-Benz GLE,"$99,999",Selenite Grey Met
157,https://www.carpages.ca/used-cars/ontario/oakville/2018-tesla-model-x-7775580/,2018 Tesla Model X,"$89,950",Grey
158,https://www.carpages.ca/new-cars/nova-scotia/halifax/2022-hyundai-tucson-7774680/,2022 Hyundai Tucson,"$40,824",Crystal White
159,https://www.carpages.ca/new-cars/new-brunswick/woodstock/2021-ford-escape-7774470/,2021 Ford Escape,"$41,544",Black
160,https://www.carpages.ca/used-cars/saskatchewan/regina/2019-ford-fusion-7773810/,2019 Ford Fusion,"$22,915",Silver
161,https://www.carpages.ca/new-cars/ontario/kanata/2022-hyundai-ioniq-hybrid-7773492/,2022 Hyundai Ioniq Hybrid,"$31,690",Fiery Red
162,https://www.carpages.ca/new-cars/ontario/north-bay/2022-hyundai-tucson-7772742/,2022 Hyundai Tucson,"$43,724",ASH BLACK
163,https://www.carpages.ca/used-cars/ontario/north-york/2011-toyota-camry-7772541/,2011 Toyota Camry,"$10,950",Grey
164,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-lexus-ux-7772214/,2022 Lexus UX,"$47,295",Grey
165,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ram-1500-7770732/,2022 RAM 1500,"$78,769",Patriot Blue Pearl
166,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ram-1500-7770729/,2022 RAM 1500,"$78,819",Maximum Steel Metallic
167,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ram-1500-7770726/,2022 RAM 1500,"$78,924",Ivory Tri-Coat Pearl
168,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ram-1500-7770723/,2022 RAM 1500,"$78,869",Diamond Black Crystal Pearlcoat
169,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ram-1500-7770720/,2022 RAM 1500,"$78,819",Granite Crystal Metallic
170,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ram-1500-7770717/,2022 RAM 1500,"$78,374",Bright White
171,https://www.carpages.ca/new-cars/ontario/windsor/2022-hyundai-tucson-7770648/,2022 Hyundai Tucson,"$41,599",Crystal White
172,https://www.carpages.ca/new-cars/ontario/windsor/2022-hyundai-tucson-7770645/,2022 Hyundai Tucson,"$41,599",ASH BLACK
173,https://www.carpages.ca/new-cars/nova-scotia/port-hawkesbury/2021-toyota-venza-7770636/,2021 Toyota Venza,"$47,690",01K9 COASTAL GRAY METALLIC
174,https://www.carpages.ca/used-cars/ontario/thornhill/2016-hyundai-sonata-7770630/,2016 Hyundai Sonata,"$15,410",Black
175,https://www.carpages.ca/used-cars/ontario/kingston/2015-cadillac-srx-7770564/,2015 Cadillac SRX,"$19,999",Grey
176,https://www.carpages.ca/new-cars/ontario/kingston/2021-ford-f-150-7770558/,2021 Ford F-150,"$65,519",Carbonized Grey Metallic
177,https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-f-250-7770330/,2022 Ford F-250,"$54,179",Oxford White YZ
178,https://www.carpages.ca/new-cars/ontario/niagara-falls/2021-ford-transit-7770303/,2021 Ford Transit,"$54,698",White
179,https://www.carpages.ca/new-cars/ontario/niagara-falls/2022-ford-escape-7770297/,2022 Ford Escape,"$39,943",Oxford White
180,https://www.carpages.ca/new-cars/ontario/niagara-falls/2022-ford-escape-7770294/,2022 Ford Escape,"$45,443",Iconic Silver Metallic
181,https://www.carpages.ca/new-cars/ontario/niagara-falls/2022-ford-f-350-7770291/,2022 Ford F-350,"$56,593",Cial Dealer Account Adjustm
182,https://www.carpages.ca/new-cars/saskatchewan/regina/2021-ford-escape-7770183/,2021 Ford Escape,"$40,394",Agate Black Metallic
183,https://www.carpages.ca/new-cars/ontario/bracebridge/2021-jeep-wrangler-7769868/,2021 Jeep Wrangler,"$60,656",Green
184,https://www.carpages.ca/used-cars/ontario/clarington/2019-tesla-model-3-7769196/,2019 Tesla Model 3,"$54,995",Pearl White Multi-Coat
185,https://www.carpages.ca/used-cars/ontario/brampton/2019-chevrolet-bolt-7769100/,2019 Chevrolet Bolt,"$33,795",Silver Ice Metallic
186,https://www.carpages.ca/used-cars/ontario/brantford/2021-tesla-model-3-7767564/,2021 Tesla Model 3,"$62,988",Blue
187,https://www.carpages.ca/used-cars/ontario/brantford/2020-tesla-model-3-7767561/,2020 Tesla Model 3,"$59,988",White
188,https://www.carpages.ca/used-cars/ontario/brantford/2020-tesla-model-3-7767558/,2020 Tesla Model 3,"$59,988",Blue
189,https://www.carpages.ca/used-cars/ontario/brampton/2020-hyundai-sonata-7767531/,2020 Hyundai Sonata,"$39,900",Black
190,https://www.carpages.ca/new-cars/alberta/fort-saskatchewan/2021-ford-f-150-7767390/,2021 Ford F-150,"$90,195",White
191,https://www.carpages.ca/used-cars/alberta/edmonton/2007-honda-civic-7767291/,2007 Honda Civic,"$6,450",Silver
192,https://www.carpages.ca/used-cars/ontario/kitchener/2017-toyota-camry-7765488/,2017 Toyota Camry,"$24,453",Red
193,https://www.carpages.ca/new-cars/alberta/edmonton/2022-lexus-ux-7765467/,2022 Lexus UX,"$49,121",Caviar
194,https://www.carpages.ca/new-cars/alberta/edmonton/2022-lexus-ux-7765449/,2022 Lexus UX,"$43,821",Nebula Grey Pearl
195,https://www.carpages.ca/new-cars/alberta/edmonton/2022-lexus-ux-7765437/,2022 Lexus UX,"$50,900",Eminent White Pearl
196,https://www.carpages.ca/new-cars/alberta/edmonton/2022-lexus-ux-7765404/,2022 Lexus UX,"$46,271",Ultra White
197,https://www.carpages.ca/new-cars/ontario/tilbury/2021-ford-f-150-7790853/,2021 Ford F-150,"$77,485",White
198,https://www.carpages.ca/new-cars/british-columbia/langley/2022-toyota-camry-7789464/,2022 Toyota Camry,"$37,650",0218 BLK
199,https://www.carpages.ca/new-cars/british-columbia/langley/2022-toyota-camry-7789461/,2022 Toyota Camry,"$31,050",0040 WHI
200,https://www.carpages.ca/new-cars/manitoba/brandon/2021-ford-f-150-7789404/,2021 Ford F-150,"$60,024",Oxford White
201,https://www.carpages.ca/new-cars/manitoba/brandon/2021-ford-f-150-7789395/,2021 Ford F-150,"$68,180",Oxford White
202,https://www.carpages.ca/used-cars/ontario/mississauga/2017-ford-fusion-7789101/,2017 Ford Fusion,"$21,998",White Platinum Metallic Tri-Coat
203,https://www.carpages.ca/used-cars/ontario/mississauga/2018-ford-f-150-7789089/,2018 Ford F-150,"$36,998",
